model,round,round_label,scenario,product,total_pnl,max_drawdown,fill_count,maker_share,aggressive_fill_share,avg_fill_size,avg_abs_position,max_abs_position,pct_abs_ge_60,pct_abs_ge_70,pct_at_limit,daily_mean_pnl,daily_std_pnl,min_day_pnl
model_G1,round_2,Round 2,maf_depth_trade_125,INTARIAN_PEPPER_ROOT,242354.5,-1680.0,997.0,0.33801404212637914,0.6619859578736209,6.147442326980943,74.62818415517644,80.0,0.9676827029012119,0.834240309818716,0.442159383033419,80784.83333333333,987.8685810032291,79952.5
model_G1,round_2,Round 2,maf_depth_trade_125,TOTAL,325558.5,-1962.5,3261.0,0.5164060104262496,0.4835939895737504,6.575896964121435,,,,,,108519.5,933.3557735397579,107895.5
model_G4,round_2,Round 2,maf_depth_trade_125,ASH_COATED_OSMIUM,83204.0,-1294.0,2264.0,0.5949646643109541,0.40503533568904593,6.764575971731449,24.014659231308645,80.0,0.021237519617991786,0.008247904631515677,0.0028383477476875813,27734.666666666668,199.6555366959137,27545.0
model_G4,round_2,Round 2,maf_depth_trade_125,INTARIAN_PEPPER_ROOT,241707.5,-1680.0,1016.0,0.343503937007874,0.656496062992126,6.085629921259843,74.1654258338063,80.0,0.965946649751277,0.7963142256201382,0.41000901412212465,80569.16666666667,888.9747371738599,79775.0
model_G4,round_2,Round 2,maf_depth_trade_125,TOTAL,324911.5,-1974.0,3280.0,0.5170731707317073,0.48292682926829267,6.554268292682927,,,,,,108303.83333333333,823.5757908858985,107718.0
model_G2,round_2,Round 2,maf_depth_trade_125,ASH_COATED_OSMIUM,83204.0,-1294.0,2264.0,0.5949646643109541,0.40503533568904593,6.764575971731449,24.014659231308645,80.0,0.021237519617991786,0.008247904631515677,0.0028383477476875813,27734.666666666668,199.6555366959137,27545.0
model_G2,round_2,Round 2,maf_depth_trade_125,INTARIAN_PEPPER_ROOT,242065.5,-1680.0,1068.0,0.3408239700374532,0.6591760299625468,6.330524344569288,73.41708676927186,80.0,0.946349280539512,0.7650986545588088,0.3922478549727907,80688.5,792.6249112915895,80065.0
model_G2,round_2,Round 2,maf_depth_trade_125,TOTAL,325269.5,-1962.5,3332.0,0.5135054021608644,0.4864945978391357,6.625450180072029,,,,,,108423.16666666667,756.6343788999633,107965.0
model_F3,round_2,Round 2,maf_depth_trade_125,ASH_COATED_OSMIUM,83204.0,-1294.0,2264.0,0.5949646643109541,0.40503533568904593,6.764575971731449,24.014659231308645,80.0,0.021237519617991786,0.008247904631515677,0.0028383477476875813,27734.666666666668,199.6555366959137,27545.0
model_F3,round_2,Round 2,maf_depth_trade_125,INTARIAN_PEPPER_ROOT,240524.5,-1680.0,929.0,0.3013993541442411,0.6986006458557589,6.177610333692142,74.74082729609722,80.0,0.9634427269388709,0.8239575334691016,0.46789970954495375,80174.83333333333,1134.7221392628828,78942.5
model_F3,round_2,Round 2,maf_depth_trade_125,TOTAL,323728.5,-1962.5,3193.0,0.5095521453178828,0.49044785468211716,6.593798935170686,,,,,,107909.5,1004.1279798910097,106885.5
