session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2
25,-1,12976.5,6631.0,6345.5,1.2842531761585319,0.9990631369904467,0.6503942467379424,0.9957298930328116,0.6338589294205893,0.9957488606045127
26,-2,14108.5,6739.0,7369.5,1.4284379609848796,0.9966004830127532,0.6691328454493285,0.9866514414811679,0.7593051155355511,0.9973830483584721
27,-1,12272.5,5860.0,6412.5,1.2274618393741183,0.9952410859882286,0.5844324533703246,0.9861535758430277,0.6430293860037939,0.998577084951546
28,-2,14844.0,6854.0,7990.0,1.447081696209317,0.9986447056634856,0.6702110278261103,0.9933788372302037,0.7768706683832067,0.9975137168796747
29,-1,12783.5,6002.0,6781.5,1.269011816542618,0.997963102948081,0.6003596402495964,0.9908683289240434,0.6686521762930218,0.9971935631551841
30,-2,12993.75,5367.0,7626.75,1.206004096897541,0.9972944167834782,0.45163810406238103,0.9816543748232364,0.7543659928351599,0.9986319448776417
31,-1,13908.0,6643.0,7265.0,1.4383528229730282,0.9981315086426085,0.6940990581169906,0.9855639012445643,0.7442537648560377,0.9952168915070889
32,-2,12823.0,5613.0,7210.0,1.3022070468530704,0.9974559954234274,0.5745857479058575,0.9943044508206594,0.727621298947213,0.997606367467497
33,-1,14750.5,7199.0,7551.5,1.4782084166725842,0.99912844535404,0.7344069722640697,0.9988369241083137,0.7438014444085145,0.9982923092500755
34,-2,13530.25,7050.0,6480.25,1.3598470504149704,0.9988375773711077,0.7483666422196664,0.992156920232182,0.6114804081953041,0.9931907429445083
35,-1,12653.5,5621.0,7032.5,1.2939446055619461,0.9981535097139226,0.5689832457858325,0.990405452309712,0.7249613597761136,0.9976560820967353
36,-2,13845.75,7060.0,6785.75,1.4035581443820815,0.9992631467715601,0.7018392143323922,0.9962869911691533,0.7017189300496893,0.9975579307045653
37,-1,12746.0,5970.0,6776.0,1.2800205315337052,0.9986325088040062,0.6064648411546484,0.9956539113505417,0.6735556903790569,0.9989560940936636
38,-2,15314.75,8331.0,6983.75,1.565627391810774,0.9960436668276406,0.8513133872631339,0.994378853846546,0.71431400454764,0.9955484052581886
39,-1,12806.0,5852.0,6954.0,1.2554588460115885,0.9956707424353972,0.5490666844146669,0.9758965634500302,0.7063921615969216,0.9960759561795505
40,-2,13700.25,6616.0,7084.25,1.3753251256602512,0.9989869678003397,0.6359763299817633,0.9938729397872507,0.739348795678488,0.9985251756691038
41,-1,13953.75,6952.0,7001.75,1.3899779370037795,0.9992765237371803,0.7069108251311083,0.9968774474825268,0.6830671118726711,0.9988884312687583
42,-2,14979.5,7347.0,7632.5,1.4364330577608306,0.9959634194971121,0.6772767757607677,0.9838557582859666,0.7591562820000628,0.9990703300160966
43,-1,12773.5,6449.0,6324.5,1.2576572827985728,0.9971470871581323,0.6082163928401639,0.9906009525651173,0.6494408899584089,0.998847500837747
44,-2,13456.5,5637.0,7819.5,1.3401262272887622,0.9989421577011587,0.5833941451279414,0.9908017861829431,0.7567320821608208,0.998056351371834
45,-1,14031.0,7603.0,6428.0,1.360902595067526,0.9977883626728802,0.724734199937342,0.9950589491540326,0.636168395130184,0.9986411421136558
46,-2,15067.0,7219.0,7848.0,1.5560913631454136,0.9984555787103667,0.7437222149912222,0.9926283568367864,0.8123691481541915,0.993317456434022
47,-1,14046.5,7430.0,6616.5,1.4012253370537533,0.9983993806358901,0.768645900720459,0.9958082047934019,0.6325794363332944,0.9924452615217307
48,-2,12923.0,5958.0,6965.0,1.350532894560829,0.9964019347973463,0.6169024864750249,0.9922563090147347,0.733630408085804,0.9944826709220386
49,-1,14726.75,7268.0,7458.75,1.4388264425252644,0.9986638142347034,0.7279322364013223,0.9974074571661202,0.710894206123942,0.9982534310111314
50,-2,13059.0,6650.0,6409.0,1.283207590814576,0.9978356144868031,0.6483631069596311,0.9942714788240974,0.6348444838549449,0.9981350727600019
51,-1,12566.5,6087.0,6479.5,1.2749257765987578,0.9984785238441086,0.6321968089659681,0.9954181602720296,0.6427289676327896,0.9960670839174681
52,-2,14615.5,7675.0,6940.5,1.4309622776651227,0.9979412931501578,0.7592333339003333,0.995444994431971,0.6717289437647894,0.9989145765758325
53,-1,12974.5,6677.0,6297.5,1.339500319018503,0.9988259212540651,0.6894221833682218,0.9966204139976795,0.6500781356502814,0.9989614419107596
54,-2,14348.0,7419.0,6929.0,1.414019108780691,0.9949988068057457,0.737483097804831,0.9857062637599041,0.6765360109758601,0.9988453687454213
55,-1,12734.5,6416.0,6318.5,1.2697252247427522,0.9869196460770852,0.6335116886691169,0.9697373576059181,0.6362135360736354,0.9963598168573058
56,-2,12465.75,5895.0,6570.75,1.2405587303120873,0.9986595619307268,0.5987200675912007,0.9952179496459771,0.6418386627208866,0.9923702302999533
57,-1,12583.0,5382.0,7201.0,1.1649002157885022,0.9973154254965896,0.47787618130476184,0.9918648143431029,0.6870240344837404,0.9974128341178123
58,-2,14266.0,7147.0,7119.0,1.4441085737705857,0.9992138345218246,0.714438403606384,0.9972661396473503,0.7296701701642017,0.9972660323204012
59,-1,14711.0,7315.0,7396.0,1.498346297240963,0.9986304330173648,0.7609529655075297,0.9946701728497838,0.7373933317334334,0.9986608182248415
60,-2,13323.0,6467.0,6856.0,1.3242413254774132,0.9971726505742629,0.6364338660943386,0.990169930232716,0.6878074593830746,0.9976600424679174
61,-1,13258.0,7146.0,6112.0,1.4039082552695825,0.9968256045973395,0.7716266271602663,0.995195192289887,0.6322816281093163,0.995558192087427
62,-2,11591.0,5094.0,6497.0,1.1665527410550274,0.9952575583426839,0.5244426309064263,0.9953154682412948,0.6421101101486011,0.989103246219732
63,-1,12846.0,6271.0,6575.0,1.2682700287067004,0.9971205591718242,0.6207536898515369,0.9895813964533025,0.6475163388551634,0.998795040490831
64,-2,13541.0,6905.0,6636.0,1.3366044735805447,0.9985513307611992,0.6772861471668614,0.9927158824777653,0.6593183264136833,0.9980812122884475
65,-1,13476.75,6536.0,6940.75,1.3633577556315775,0.9953569752441207,0.653009499626095,0.9962729795375758,0.7103482560054826,0.9903372904021766
66,-2,13315.75,6059.0,7256.75,1.3188651538866516,0.9976608745480063,0.5945369396513694,0.9882820958184823,0.7243282142352822,0.9982214356737213
67,-1,13839.0,7042.0,6797.0,1.3403623419386235,0.997543838580768,0.6728208403402084,0.9912955048452127,0.667541501598415,0.9988331981526786
68,-2,14715.5,7601.0,7114.5,1.494838188660882,0.9985895695434731,0.7668664726626647,0.990325554372404,0.7279717159982172,0.9974087389914885
69,-1,14478.0,7208.0,7270.0,1.4809765582937655,0.9972406861695338,0.7344685900446859,0.9772529190564498,0.7465079682490797,0.9957619181483037
70,-2,14061.5,6748.0,7313.5,1.4254048632730487,0.9984914701509172,0.6901787509397875,0.9930037109089822,0.7352261123332611,0.9980973319684399
71,-1,13811.5,7205.0,6606.5,1.3761618308721184,0.9977138729594096,0.7174097771440978,0.99491183491664,0.6587520537280206,0.9983638362213428
72,-2,13141.0,6290.0,6851.0,1.3087904752054047,0.9985252649392352,0.6146564142865641,0.9940425981505173,0.6941340609188406,0.9982756955797053
73,-1,13514.75,7245.0,6269.75,1.3017898667408987,0.9874034839889853,0.7030883491908835,0.9849300252586485,0.5987015175500152,0.9885382272492523
74,-2,15166.5,7455.0,7711.5,1.5628166607056666,0.9972327385531657,0.7680826228268263,0.9965449293674518,0.7947340378788403,0.9960624425932996
75,-1,13805.25,6995.0,6810.25,1.4035412567939125,0.9978941868999418,0.6930844038188441,0.9847136222702431,0.7104568529750686,0.9978683936025534
76,-2,13204.75,6448.0,6756.75,1.2717080958255809,0.9970839264482458,0.6084890109128901,0.9913345687167161,0.6632190849126909,0.9977099469553133
77,-1,13558.5,6093.0,7465.5,1.378083294919833,0.9969973827617524,0.6211803599778036,0.9879775319741669,0.7569029349420293,0.9976462695303937
78,-2,12785.0,5948.0,6837.0,1.2990372580938725,0.9977126224893454,0.6266928444929284,0.9928532312353702,0.6723444136009441,0.9980849485828258
79,-1,13463.25,6065.0,7398.25,1.2500248284517483,0.9980903525724172,0.5409518417075184,0.9905148139491599,0.7090729867442299,0.9969739449618668
80,-2,14774.5,7860.0,6914.5,1.5098746070067461,0.9990141947313678,0.8018410630824107,0.9982112893465368,0.7080335439243355,0.9985859466242529
81,-1,12207.5,5725.0,6482.5,1.2364521534135215,0.9955325088779797,0.611339398583394,0.9837909212159454,0.6251127548301275,0.9985436368513908
82,-2,13577.5,6555.0,7022.5,1.3283255463757555,0.9982410893037045,0.6125616902876169,0.9930503324426423,0.7157638560881385,0.9990949966214807
83,-1,13352.0,6895.0,6457.0,1.3049473365459734,0.9950729887785059,0.6619860388038604,0.990834887791443,0.642961297742113,0.9956520429200971
84,-2,13610.0,6608.0,7002.0,1.3847444710449448,0.9981765822346701,0.6743291690332917,0.9931994142080415,0.710415302011653,0.9985790925225868
85,-1,14384.5,7273.0,7111.5,1.468712595998126,0.998872985927043,0.743236502200365,0.9980733492036151,0.7254760937977609,0.9975875834467278
86,-2,13474.0,6413.0,7061.0,1.3726341536983415,0.9985574969387454,0.6741774847417749,0.9951384697331908,0.6984566689565667,0.9940222592229574
87,-1,13631.75,6611.0,7020.75,1.3618090752745908,0.9993246984174311,0.6456939479829394,0.9975719275632297,0.7161151272916513,0.9992065119903462
88,-2,12554.0,5640.0,6914.0,1.2141007556520076,0.9965095709950582,0.5394055399320554,0.9823026198597083,0.6746952157199522,0.9974681408431828
89,-1,12955.5,6759.0,6196.5,1.270801106277011,0.9951222084706339,0.6709508716635088,0.98999267511881,0.5998502346135024,0.9975591902571405
90,-2,14326.0,7009.0,7317.0,1.465172718793227,0.9920584593928335,0.7297581062715811,0.9757907618008216,0.7354146125216461,0.9970641875427331
91,-1,13209.0,6337.0,6872.0,1.3172431273359313,0.9988633357814054,0.6391937643379376,0.9963533171869531,0.6780493629979937,0.9973294466465189
92,-2,13336.0,5866.0,7470.0,1.3304480737014808,0.9979128048081409,0.5883692806956928,0.9867872140670338,0.7420787930057879,0.9959129647265175
93,-1,13769.0,6657.0,7112.0,1.4167391643448917,0.9955119912436489,0.6836088148760882,0.9896670107354311,0.7331303494688035,0.9960552714869199
94,-2,14531.0,7668.0,6863.0,1.4417978936969789,0.9934569641028949,0.737519497003195,0.9847000572404015,0.704278396693784,0.9974328358520774
95,-1,14553.0,7389.0,7164.0,1.438082503846825,0.9973659609656043,0.7163106464631065,0.9915386850649438,0.7217718573837186,0.9982178701631688
96,-2,14715.0,7489.0,7226.0,1.4612593418230935,0.9990405040445167,0.7444042845640428,0.9955424609158623,0.7168550572590505,0.9988372004011747
97,-1,13249.25,6323.0,6926.25,1.3027950377209503,0.9984919762739999,0.6263101564551016,0.9974855298434158,0.6764848812658488,0.9986018909376264
98,-2,13423.25,6792.0,6631.25,1.3773962699364628,0.999056659079884,0.6918102612301026,0.9978380134299557,0.6855860087063601,0.9985238398249843
99,-1,12247.5,6068.0,6179.5,1.2046243700157437,0.9980277757865738,0.6081729887917299,0.9940807468060442,0.5964513812240139,0.9961969152794575
